12884KBVE BVE20190701000010907/01/19 00:00:31  5-MIN KBVE 010600Z AUTO 19006KT 10SM CLR 27/22 A3007 -130 71 1300 190/06 RMK AO2 T02720217
12884KBVE BVE20190701000510907/01/19 00:05:31  5-MIN KBVE 010605Z AUTO 19005KT 10SM CLR 27/21 A3007 -130 69 1300 190/05 RMK AO2 T02720211
12884KBVE BVE20190701001010907/01/19 00:10:31  5-MIN KBVE 010610Z AUTO 19005KT 10SM CLR 27/22 A3007 -130 71 1300 190/05 RMK AO2 T02720217
12884KBVE BVE20190701001510907/01/19 00:15:31  5-MIN KBVE 010615Z AUTO 19006KT 10SM CLR 27/22 A3007 -130 71 1300 190/06 RMK AO2 T02720217
12884KBVE BVE20190701002010907/01/19 00:20:31  5-MIN KBVE 010620Z AUTO 19007KT 10SM CLR 27/22 A3007 -130 71 1300 190/07 RMK AO2 T02720217
12884KBVE BVE20190701002510907/01/19 00:25:31  5-MIN KBVE 010625Z AUTO 19006KT 10SM CLR 27/21 A3007 -130 69 1300 190/06 RMK AO2 T02720211
12884KBVE BVE20190701003010907/01/19 00:30:31  5-MIN KBVE 010630Z AUTO 19006KT 10SM CLR 28/22 A3006 -130 69 1400 190/06 RMK AO2 T02780217
12884KBVE BVE20190701003510907/01/19 00:35:31  5-MIN KBVE 010635Z AUTO 19006KT 10SM CLR 28/21 A3006 -120 66 1400 190/06 RMK AO2 T02780211
12884KBVE BVE20190701004010907/01/19 00:40:31  5-MIN KBVE 010640Z AUTO 19005KT 10SM CLR 28/21 A3006 -120 66 1400 190/05 RMK AO2 T02780211
12884KBVE BVE20190701004511607/01/19 00:45:31  5-MIN KBVE 010645Z AUTO 19006KT 10SM CLR 28/21 A3006 -120 66 1400 190/06 RMK AO2 SLP180 T02780211
12884KBVE BVE20190701005011607/01/19 00:50:31  5-MIN KBVE 010650Z AUTO 19006KT 10SM CLR 28/21 A3006 -120 66 1400 190/06 RMK AO2 SLP180 T02780211
12884KBVE BVE20190701005510907/01/19 00:55:31  5-MIN KBVE 010655Z AUTO 19006KT 10SM CLR 28/21 A3006 -120 66 1400 190/06 RMK AO2 T02780211
12884KBVE BVE20190701010010907/01/19 01:00:31  5-MIN KBVE 010700Z AUTO 19006KT 10SM CLR 28/22 A3006 -120 69 1400 190/06 RMK AO2 T02780217
12884KBVE BVE20190701010510907/01/19 01:05:31  5-MIN KBVE 010705Z AUTO 19006KT 10SM CLR 27/22 A3006 -120 71 1300 190/06 RMK AO2 T02720217
12884KBVE BVE20190701011010907/01/19 01:10:31  5-MIN KBVE 010710Z AUTO 19006KT 10SM CLR 27/22 A3006 -120 74 1300 190/06 RMK AO2 T02720222
12884KBVE BVE20190701011510907/01/19 01:15:31  5-MIN KBVE 010715Z AUTO 19006KT 10SM CLR 27/22 A3006 -120 74 1300 190/06 RMK AO2 T02720222
12884KBVE BVE20190701012010907/01/19 01:20:31  5-MIN KBVE 010720Z AUTO 19005KT 10SM CLR 27/22 A3006 -120 74 1300 190/05 RMK AO2 T02720222
12884KBVE BVE20190701012510907/01/19 01:25:31  5-MIN KBVE 010725Z AUTO 19006KT 10SM CLR 28/22 A3006 -120 71 1400 190/06 RMK AO2 T02780222
12884KBVE BVE20190701013010907/01/19 01:30:31  5-MIN KBVE 010730Z AUTO 19005KT 10SM CLR 28/22 A3006 -120 71 1400 190/05 RMK AO2 T02780222
12884KBVE BVE20190701013510907/01/19 01:35:31  5-MIN KBVE 010735Z AUTO 20004KT 10SM CLR 27/22 A3006 -120 74 1300 200/04 RMK AO2 T02720222
12884KBVE BVE20190701014010907/01/19 01:40:31  5-MIN KBVE 010740Z AUTO 21005KT 10SM CLR 27/22 A3006 -120 74 1300 210/05 RMK AO2 T02720222
12884KBVE BVE20190701014511607/01/19 01:45:31  5-MIN KBVE 010745Z AUTO 21004KT 10SM CLR 28/22 A3006 -120 71 1400 210/04 RMK AO2 SLP180 T02780222
12884KBVE BVE20190701015011607/01/19 01:50:31  5-MIN KBVE 010750Z AUTO 22004KT 10SM CLR 27/22 A3006 -120 74 1300 220/04 RMK AO2 SLP180 T02720222
12884KBVE BVE20190701015510907/01/19 01:55:31  5-MIN KBVE 010755Z AUTO 23005KT 10SM CLR 27/22 A3006 -120 74 1300 230/05 RMK AO2 T02720222
12884KBVE BVE20190701020010907/01/19 02:00:31  5-MIN KBVE 010800Z AUTO 25004KT 10SM CLR 27/22 A3006 -120 74 1300 250/04 RMK AO2 T02720222
12884KBVE BVE20190701020510907/01/19 02:05:31  5-MIN KBVE 010805Z AUTO 22005KT 10SM CLR 27/22 A3006 -120 74 1300 220/05 RMK AO2 T02720222
12884KBVE BVE20190701021010907/01/19 02:10:31  5-MIN KBVE 010810Z AUTO 23004KT 10SM CLR 27/22 A3006 -120 74 1300 230/04 RMK AO2 T02720222
12884KBVE BVE20190701021510907/01/19 02:15:31  5-MIN KBVE 010815Z AUTO 24004KT 10SM CLR 27/22 A3006 -120 74 1300 240/04 RMK AO2 T02720222
12884KBVE BVE20190701022010907/01/19 02:20:31  5-MIN KBVE 010820Z AUTO 24004KT 10SM CLR 27/22 A3006 -120 74 1300 240/04 RMK AO2 T02720222
12884KBVE BVE20190701022510907/01/19 02:25:31  5-MIN KBVE 010825Z AUTO 24004KT 10SM CLR 27/22 A3006 -120 74 1300 240/04 RMK AO2 T02720222
12884KBVE BVE20190701023010907/01/19 02:30:31  5-MIN KBVE 010830Z AUTO 24005KT 10SM CLR 27/22 A3006 -120 74 1300 240/05 RMK AO2 T02720222
12884KBVE BVE20190701023510907/01/19 02:35:31  5-MIN KBVE 010835Z AUTO 24005KT 10SM CLR 27/22 A3006 -120 74 1300 240/05 RMK AO2 T02720222
12884KBVE BVE20190701024010907/01/19 02:40:31  5-MIN KBVE 010840Z AUTO 24004KT 10SM CLR 27/22 A3005 -110 74 1300 240/04 RMK AO2 T02720222
12884KBVE BVE20190701024512207/01/19 02:45:31  5-MIN KBVE 010845Z AUTO 25004KT 10SM CLR 27/22 A3005 -110 74 1300 250/04 RMK AO2 SLP176 T02720222 51009
12884KBVE BVE20190701025012207/01/19 02:50:31  5-MIN KBVE 010850Z AUTO 25003KT 10SM CLR 27/22 A3005 -110 74 1300 250/03 RMK AO2 SLP176 T02720222 51009
12884KBVE BVE20190701025510907/01/19 02:55:31  5-MIN KBVE 010855Z AUTO 24004KT 10SM CLR 27/22 A3005 -110 76 1200 240/04 RMK AO2 T02670222
12884KBVE BVE20190701030010907/01/19 03:00:31  5-MIN KBVE 010900Z AUTO 25004KT 10SM CLR 27/22 A3005 -110 74 1300 250/04 RMK AO2 T02720222
12884KBVE BVE20190701030510907/01/19 03:05:31  5-MIN KBVE 010905Z AUTO 25005KT 10SM CLR 27/22 A3005 -110 74 1300 250/05 RMK AO2 T02720222
12884KBVE BVE20190701031010907/01/19 03:10:31  5-MIN KBVE 010910Z AUTO 25004KT 10SM CLR 27/22 A3005 -110 76 1200 250/04 RMK AO2 T02670222
12884KBVE BVE20190701031510907/01/19 03:15:31  5-MIN KBVE 010915Z AUTO 26004KT 10SM CLR 27/22 A3005 -110 76 1200 260/04 RMK AO2 T02670222
12884KBVE BVE20190701032010907/01/19 03:20:31  5-MIN KBVE 010920Z AUTO 26004KT 10SM CLR 27/22 A3006 -120 76 1200 260/04 RMK AO2 T02670222
12884KBVE BVE20190701032510907/01/19 03:25:31  5-MIN KBVE 010925Z AUTO 25004KT 10SM CLR 27/22 A3006 -120 76 1200 250/04 RMK AO2 T02670222
12884KBVE BVE20190701033010907/01/19 03:30:31  5-MIN KBVE 010930Z AUTO 24004KT 10SM CLR 27/22 A3006 -120 76 1200 240/04 RMK AO2 T02670222
12884KBVE BVE20190701033510907/01/19 03:35:31  5-MIN KBVE 010935Z AUTO 26004KT 10SM CLR 27/22 A3006 -120 76 1200 260/04 RMK AO2 T02670222
12884KBVE BVE20190701034010907/01/19 03:40:31  5-MIN KBVE 010940Z AUTO 30003KT 10SM CLR 26/22 A3006 -120 79 1200 300/03 RMK AO2 T02610222
12884KBVE BVE20190701034511607/01/19 03:45:31  5-MIN KBVE 010945Z AUTO 00000KT 10SM CLR 26/22 A3006 -120 79 1200 000/00 RMK AO2 SLP177 T02610222
12884KBVE BVE20190701035011607/01/19 03:50:31  5-MIN KBVE 010950Z AUTO 25003KT 10SM CLR 26/22 A3006 -120 79 1200 250/03 RMK AO2 SLP178 T02610222
12884KBVE BVE20190701035510907/01/19 03:55:31  5-MIN KBVE 010955Z AUTO 24003KT 10SM CLR 26/22 A3006 -120 79 1200 240/03 RMK AO2 T02610222
12884KBVE BVE20190701040010907/01/19 04:00:31  5-MIN KBVE 011000Z AUTO 24003KT 10SM CLR 26/22 A3006 -120 79 1200 240/03 RMK AO2 T02610222
12884KBVE BVE20190701040510907/01/19 04:05:31  5-MIN KBVE 011005Z AUTO 25004KT 10SM CLR 27/22 A3006 -120 76 1200 250/04 RMK AO2 T02670222
12884KBVE BVE20190701041010907/01/19 04:10:31  5-MIN KBVE 011010Z AUTO 24003KT 10SM CLR 27/22 A3006 -120 73 1200 240/03 RMK AO2 T02670217
